kp_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
K0,-0.21255332053949275,-0.07990274797013523,0.0006990381663691268,0.00626298794462947,-0.05999827580476213,0.08303219063470436,-0.14232459283393306,-0.018980624270443582,0.016036623440221984,0.06857989560738953,0.09486545497929504,-0.14992615671216852,-0.2045129230404309,0.17032723283051066,0.04430081623237362,-0.09978081968579178,0.2067842346061734,0.015420597783489386,0.15721223286177807,0.009000895927981107,0.2747185247399341,0.23400467414245524,-0.03318943707645454,0.12952022666316182,0.08603513638516416,0.18245241829824324,-0.12863404901533443,0.09145759299854314,0.14109868075814852,-0.23445774773239006,-0.15774031799844015,-0.27185025820590825,-0.035914653713749564,0.09565563433097708,0.20027937818163408,0.009877583047434428,0.2171109113568512,-0.1839814719764616,-0.2270780939082379,-0.007405069639680005,0.051199805790040624,-0.004358540340962563,-0.27561092594122677,-0.01188060193297049,-0.1738989676611972,0.08927411861106455,0.04887125112390488,-0.12529547414078895,-0.06850365332842852,-0.14120386710305022
K1,-0.008371008998504023,0.12756254170224213,-0.13164710346692365,0.06731714559760366,-0.07081772852559766,-0.10589089349214843,-0.014294272656607272,-0.13826017242775518,-0.07394176876667433,-0.15998071213865853,0.26239579832413595,0.0047095686395742554,-0.09345074799594857,0.028577752969999263,-0.015001797340001155,-0.029511249947120274,0.08202407495178757,0.1011677597972731,-0.07085025269285772,-0.07690250631612912,-0.03673410007606671,-0.3074294880136412,-0.20235897720157278,0.18255075919064337,0.21969109529376923,-0.033259619534605836,0.07700116523464624,0.04156852854970702,0.4111951204493771,0.14952307971623596,-0.01708383425954007,-0.1276157120106507,-0.21454643074838434,0.02717326829532815,-0.10101324317429382,-0.18994687414385875,-0.08635203229864563,-0.14444445539973236,0.22532356755859403,0.11774602155959343,-0.0010647736662891421,0.19765162937715627,0.010332803561203332,-0.11502746710224586,0.2034184586464964,0.07197328968232257,-0.13852779107026003,-0.025420385045705273,-0.11694182905016899,-0.18467765961246468
K10,0.05455825916913182,-0.05820839303458462,0.004253813502916837,0.18919218282610856,0.028279867918520173,0.00687193015672434,-0.20123882577541058,0.11043461645127675,0.09552222088420939,0.3201300690949558,-0.04554667860420754,0.03243104419531301,0.03690513883427016,0.23344002072632436,-0.014102345432932113,0.04129110611040413,0.08995979510021809,0.027615421728289288,-0.06606564743979577,0.028722481068819153,0.1588818009096819,-0.15190925515482614,0.019677567562237774,-0.10360764381867307,0.1768494277478498,-0.2254093906832571,-0.0827122611397015,0.055821842119140756,0.23167466607113732,-0.009730077273629888,-0.08216141211988161,0.2783837410040618,-0.2142848851763506,-0.32539113181438933,0.06511570495180286,-0.07429668443567808,-0.15112752501496707,0.1048263969909655,0.03607894091441803,-0.08347538969281082,-0.18946633107672864,0.1291109279807568,0.09622026744380593,-0.014676577742880382,0.27327527487597036,-0.1583568992088035,-0.22575541988324213,-0.10239227763246794,-0.006746063886249352,0.036010680520401205
K100,-0.19702885820814212,-0.06590877065502929,0.08864151122333462,0.015110788418013372,-0.14125514394254654,0.001040603613272183,-0.2540541214094248,0.19080864133019318,-0.03405292107431332,0.1855472874258473,-0.08734212252763306,-0.08685182535575078,-0.1267648226845388,0.14534147283617432,-0.11768185008968271,0.10692677120586928,-0.06344196369728652,-0.3277767186265455,-0.09460483083661442,-0.19559281360673964,0.005623851172594438,-0.1974672006552156,0.15360258971346763,-0.015107844692379736,-0.029459976511926868,0.10880069114074926,0.15989479760585104,-0.003334020881818621,-0.1279282381428543,-0.294269604979161,-0.11380329694780471,-0.10238439393762189,0.017758903036435642,-0.057253650485216016,0.11411568839684016,-0.10168288309863478,-0.009462102104179785,0.1964021897812555,0.056702645732398575,-0.00995914671601516,-0.0998517401531807,-0.10504168238242272,-0.14110141665492154,-0.08974329393186456,0.12535135091596758,-0.03680726735657779,-0.22390303888565496,0.2933074358654046,0.05307646171061446,-0.23338656701709729
K101,-0.0633484057661154,0.01589791247704632,0.24438939405427024,-0.15887139995705013,0.13993611780415555,0.2006460321033996,-0.09013091477479926,-0.03978745731705578,-0.14857688828568866,-0.029170465578084476,-0.005245948102946069,0.09457480411480863,0.15630089975091052,-0.10725542177871243,-0.2820577323129068,-0.0030458892508964334,0.042084824494553245,0.035759310276895995,-0.04683553169488279,0.01788585677696678,0.217271123040041,0.05472968143486672,-0.05353027478203981,-0.07171395544308266,-0.02435193436293152,0.23466135333435256,-0.026280040548686316,-0.002837938696383093,-0.06914986981856826,0.1575625499244374,0.2809841961694922,0.06460492837935033,0.011867249578227136,0.0052735985027722995,-0.34184089767989767,0.10683316490651618,0.019235598496899237,0.06141190882003909,-0.10200318022612394,-0.05512003960516781,-0.05892913358461835,0.1464713012639606,-0.05430324786997346,0.29859348529342844,0.06177325702605622,-0.1828961389107578,-0.018429834820480804,-0.0934314366764252,-0.3146112223747541,0.22931804940246725
K102,0.09462587909619354,0.07175673233686836,0.022259308492659155,-0.185985940988603,-0.06508310083462589,0.11328321220434613,-0.1414686403807045,-0.34071455335729567,-0.030562943278111487,-0.019077117885700264,0.018243537663109505,0.09804088494329793,0.0858062297137227,0.034824120053164744,0.16088943818933527,-0.2044163767650968,0.06790443601965453,0.08431682035773971,-0.16681492581077548,-0.20224981988062787,-0.10038566184572077,-0.08902738320871945,0.10139192948987204,-0.08270196888084269,-0.11524367605356416,-0.08231102023336781,0.15054069644338156,0.0017553208527292946,-0.024122826930282282,-0.01480406374948825,0.1738798858549433,-0.10082028744843612,0.17703541033873324,0.02832768057107575,-0.02158854589505946,0.3365603614339337,-0.1420633921757431,-0.04759749825002233,-0.16585526039045415,0.12817820833756083,0.22732373339506992,0.22473097803792522,0.16471372414683594,-0.026594906963747993,-0.0491525494500886,-0.22489879269992746,0.2739790461078032,0.06311303932987886,-0.0662054303438119,0.17872414633507938
K103,-0.1446807239179136,0.06047750432782867,-0.02567538976617786,0.09499140784398322,-0.009455387725394579,-0.21579867894220806,0.011240587131416537,0.15599913516942998,-0.004345399813012552,0.11528403326711664,-0.15550316675681797,-0.003905807125444596,-0.09288437559119275,0.1110995794327729,0.004683787234085247,0.1026356917104837,0.16177680122804958,0.10286546682122245,0.04062131390292131,-0.14846560467295214,-0.00041438241347997636,-0.07928733413738528,-0.05117314773757387,-0.055705025346742196,-0.1457457988058497,-0.29111790073469684,-0.09937391655151467,0.02876161559472205,-0.20051639172822225,0.00233244252465502,0.2826297696213093,0.1521607341475217,0.2444463909114453,0.05817303510163387,0.1736454850692595,-0.10767635896505352,-0.09583369322793918,-0.407396426482122,0.17641719336966374,0.22909469314395783,-0.08227488043903046,-0.03777061774839217,-0.1121230415623869,0.056912635980926794,0.16731290277259256,-0.2592050865966868,0.06089640605982649,-0.041149807101623144,0.016865317798202464,0.06826686550759585
K104,-0.025856709142976515,-0.01423156446331987,-0.02938382752330351,0.13330955735723707,0.057532487678394466,0.030305475392316695,-0.1746131941824462,-0.052012218181196584,0.12346613171523163,0.005179047271160976,0.09061154303314442,0.24269707723523748,0.142691748421385,0.012798814180367988,-0.07020365110629954,-0.3508264272126828,-0.023134025216850453,-0.04479012246747495,0.0536315321605147,-0.021144692467412216,-0.0440169816588411,-0.24446761102275916,-0.1291400627992191,0.06548601285424406,0.23574468441383015,-0.013398792799978947,0.04503722501430752,0.130858828556921,-0.11140689138169194,0.050395755169993985,-0.10173426777850762,0.11881628161467456,0.020800923727527284,0.04100362246966935,-0.10751945852083232,0.09713758331897095,0.28641401249822535,-0.13847471754576987,-0.04667872476430964,0.03182002918746783,0.10804257811106657,-0.07687480377566779,-0.3892236502518789,0.18673598307198896,0.10448422275376303,-0.23945963527955688,-0.0834725077731688,0.21544905171159764,0.19890948881643442,0.1289576384589936
K105,-0.024322804653921042,0.011461353018207904,-0.018082100795710293,0.1558206608937355,-0.1209621790001254,-0.11128860782431939,0.13952854361227843,-0.006126739562393611,0.190379472105595,-0.09274223214037024,-0.007565413343199803,-0.12739401946890908,0.001016856436356394,-0.20420141560516497,-0.06734682028932683,-0.19836033949793325,0.09583740833185536,0.0989678135504536,-0.23896576435439082,0.18422232711776879,0.34491681759109455,0.006353920233001802,-0.08854398614376688,0.39006695721845913,-0.18216211318843653,0.002776894594785242,0.024807546806804852,0.18577769932137458,0.04968337908727554,-0.06886609064667307,-0.13136762186866308,-0.047208849331951803,-0.13906625983341264,0.006605132212863862,-0.07792086657755609,-0.20634085041402495,0.17334758901686756,-0.06873331596647651,-0.17514177215273632,-0.023238189191746795,0.009442764519926216,-0.2412036904249091,0.045803701874150456,-0.1446224347278794,0.23630937661484763,0.07236393759974581,-0.05522999780214637,-0.10291476702864458,-0.01449704026361823,0.08463223842933588
K106,-0.004067680120213333,-0.03464847052009623,0.00931319032056908,-0.0963478693455642,-0.05475974285974532,-0.3327957027545024,0.15536153034341557,0.04767426299419769,-0.12340766816654733,0.3029500110741617,0.013883793134570166,-0.1653204421294533,0.13669554407054163,0.06351002787838254,0.06295665911562102,-0.06793084153957243,0.0718782167324931,-0.0417644788240186,0.08870246273783843,-0.3039407548210196,-0.06922607510001862,0.27477605409683314,-0.12238837773046378,-0.0963445771573629,-0.07147384641712985,-0.19382669826714974,-0.35233915853580766,-0.036790891131325304,0.021676860875386547,-0.008377372962224013,-0.02311589683526733,0.0068673261033299305,0.16319804405364854,-0.030386375509396938,-0.09159694469943135,-0.044854584550439024,0.09243686402133955,0.22529397872385765,-0.10022259799608388,0.01578524236943078,0.05398614961439214,-0.15836939914375933,0.0032576326311962124,-0.2338535475845974,-0.28225835325689974,0.05851571147283836,-0.06124859881932818,0.03227456824184833,-0.0028552080917485538,-0.15578814761414428
